328862,323294,833,2882,2661,08,29,0,0,1,内蒙古
328862,844400,1271,2882,2661,08,29,0,1,1,山西
328862,575153,1271,2882,2661,08,29,0,2,1,山西
328862,996875,1271,2882,2661,08,29,0,1,1,内蒙古
328862,1086186,1271,1253,1049,08,29,0,0,2,浙江
328862,623866,1271,2882,2661,08,29,0,0,2,黑龙江
328862,542871,1467,2882,2661,08,29,0,5,2,四川
328862,536347,1095,883,1647,08,29,0,7,1,吉林
328862,364513,1271,2882,2661,08,29,0,1,2,贵州
328862,575153,1271,2882,2661,08,29,0,0,0,陕西
328862,239288,602,420,4953,08,01,0,6,0,北京市
328862,950862,962,4605,7622,08,01,0,1,0,天津市
328862,262500,602,420,4953,08,01,0,3,2,江苏
328862,1064265,614,4605,7622,08,01,0,0,0,安徽
328862,809148,602,420,4953,08,01,0,5,0,上海市
328862,197239,602,420,4953,08,01,0,3,0,河南
328862,43367,1505,3828,1446,05,26,0,0,0,安徽
328862,844535,302,3354,883,05,26,0,1,1,香港
328862,886633,1505,3828,1446,05,26,0,0,2,陕西
328862,81766,614,4605,7622,07,09,2,1,0,山西
328862,524981,664,2382,1272,06,02,0,5,0,甘肃
328862,81766,614,4605,7622,07,09,0,5,2,陕西
328862,208525,267,3073,8126,08,05,0,7,2,四川
328862,853901,267,3073,8126,08,05,2,7,0,山西
328862,1102596,267,3073,8126,08,05,2,1,1,山东
328862,963870,267,3073,8126,08,05,2,7,2,重庆市
328862,813647,267,3073,8126,08,05,2,7,2,福建
328862,208525,267,3073,8126,08,05,2,6,1,浙江
328862,943106,662,3354,883,05,26,0,6,1,广东
328862,950862,962,4605,7622,07,09,0,3,0,内蒙古
328862,943106,662,3354,883,05,26,0,4,0,山东
328862,1037824,662,4094,7749,05,31,0,4,2,重庆市
328862,339997,1432,323,320,05,31,0,1,2,山东
328862,706479,1505,780,516,09,21,0,6,1,云南
328862,544690,1095,780,516,09,21,0,1,2,新疆
328862,81766,614,4605,7622,08,01,2,0,0,澳门
328862,1064265,614,4605,7622,08,01,0,1,2,香港
328862,237512,154,883,1647,08,29,0,1,0,山西
328862,65116,614,4605,7622,07,09,0,6,0,山西
328862,261334,602,420,4953,08,01,0,1,2,湖北
328862,815434,602,420,4953,08,01,0,5,2,上海市
328862,467266,821,3354,883,05,26,0,7,1,新疆
328862,30217,1397,3354,883,05,26,0,6,0,江西
328862,142866,1238,3828,1446,05,26,0,1,1,四川
328862,542129,602,420,4953,08,01,0,3,1,辽宁
328862,1089499,154,883,1647,08,29,0,2,2,江苏
328862,19195,602,420,4953,08,01,0,4,0,青海
328862,81766,614,4605,7622,07,09,0,6,2,台湾
328862,81766,614,4605,7622,07,09,0,1,0,宁夏
328862,81766,614,4605,7622,07,09,0,1,2,安徽
328862,1064265,614,4605,7622,07,09,0,5,0,甘肃
328862,93242,1505,780,516,09,21,0,1,0,贵州
328862,605963,1467,4432,1209,09,21,0,4,0,四川
328862,402928,602,420,4953,08,01,0,2,1,吉林
328862,589922,1095,780,516,09,21,0,7,1,青海
328862,267067,1208,1200,2276,09,08,0,4,0,江西
328862,313424,614,4043,7178,10,13,0,6,1,内蒙古
328862,697491,662,3828,1446,05,26,0,0,1,安徽
328862,1113102,1505,3828,1446,05,26,0,0,2,湖南
328862,452003,1505,3828,1446,05,26,0,4,2,河北
328862,698158,1505,3828,1446,05,26,0,5,1,宁夏
328862,81766,614,4605,7622,08,01,0,3,0,新疆
328862,313424,614,4043,7178,10,13,0,5,2,北京市
328862,218471,302,3828,1446,05,26,0,5,0,辽宁
328862,81766,614,4605,7622,08,01,0,1,1,北京市
328862,751744,602,420,4953,08,01,0,5,2,北京市
328862,440930,1271,2882,2661,08,29,0,6,1,西藏
328862,575153,1271,2882,2661,08,29,3,7,0,宁夏
328862,623866,1271,2882,2661,08,29,3,3,0,江西
328862,880162,1271,2882,2661,08,29,0,6,2,湖南
328862,1021873,1271,2882,2661,08,29,0,7,1,河北
328862,1091221,1271,591,418,08,29,0,6,1,香港
328862,1110047,1271,2882,2661,08,29,0,7,1,海南
328862,418334,1271,2882,2661,08,29,0,3,2,江苏
328862,547309,1467,1253,7907,08,29,0,7,0,上海市
328862,575153,1271,2882,2661,08,29,0,1,2,湖北
328862,291985,656,2882,2661,08,29,0,6,1,河北
328862,582564,1271,2882,2661,08,29,0,7,0,青海
328862,985405,656,2882,2661,08,29,0,2,0,海南
328862,216494,1271,2882,2661,08,29,0,7,0,澳门
328862,364513,1271,2882,2661,08,29,0,3,2,澳门
328862,328577,1095,883,1647,08,29,0,1,0,青海
328862,845130,1467,2882,2661,08,29,0,5,0,湖北
328862,351462,1553,3925,2031,08,29,0,3,0,湖北
328862,22064,1271,2882,2661,08,29,0,1,2,山东
328862,439895,1467,1253,328,08,29,0,3,1,广东
328862,1047122,1271,2882,2661,08,29,0,2,2,上海市
328862,315621,1271,1253,7907,08,29,0,3,0,澳门
328862,216494,1271,2882,2661,08,29,0,0,2,台湾
328862,709455,1271,2882,2661,08,29,0,7,2,香港
328862,832524,1467,2882,2661,08,29,0,3,2,天津市
328862,447269,154,883,1647,08,29,0,1,0,江西
328862,702304,821,1138,4104,08,23,0,7,0,海南
328862,336583,662,4924,856,06,15,0,7,1,青海
328862,577161,662,4094,7749,06,15,0,2,1,江西
328862,42828,1397,3354,883,06,15,0,3,2,浙江
328862,157010,1095,883,1647,06,15,0,4,0,海南
328862,484676,267,3073,8126,10,02,2,2,0,浙江
328862,1024236,1577,1138,4104,10,02,0,2,2,台湾
328862,99493,387,1138,4104,10,02,0,1,1,四川
328862,251929,1438,639,1565,10,02,0,2,2,西藏
328862,484676,267,3073,8126,10,02,0,7,2,江苏
328862,251929,1438,639,1565,10,02,2,5,0,吉林
328862,484676,267,3073,8126,10,02,2,1,2,浙江
328862,251929,1438,639,1565,10,02,2,5,0,江苏
