1213	255
267	218
420	168
602	152
1438	141
1208	141
1401	135
662	132
407	132
614	103
737	102
35	100
177	99
898	93
351	86
1075	85
1389	85
656	84
1505	81
1188	80
664	79
1577	69
1271	69
1553	66
1252	64
1467	64
1023	63
1095	61
229	59
464	58
1197	58
1174	51
1349	47
1238	47
629	47
295	47
883	46
1112	46
1130	44
962	43
993	42
821	41
1142	39
451	39
812	39
756	38
707	38
384	37
120	36
559	32
276	32
555	32
119	31
1228	31
1028	30
992	30
1326	29
683	29
1397	28
389	28
1644	28
601	26
825	25
1077	25
302	25
1147	24
1611	23
115	23
151	23
36	23
247	22
632	22
180	22
1357	21
1432	21
387	21
1395	20
933	19
786	19
895	18
776	18
1656	18
301	17
77	17
1413	17
1431	17
1528	17
1272	17
596	17
606	16
1172	16
369	16
22	16
1329	16
713	15
1036	15
484	15
331	15
308	15
1279	15
1211	15
1604	15
868	15
292	14
300	14
196	14
184	14
43	14
946	14
517	14
1344	13
320	13
1658	13
1583	13
1021	13
1181	13
297	12
69	12
563	12
1661	12
242	12
1603	12
270	12
730	12
1421	12
106	11
1591	11
1085	11
191	11
1469	11
748	11
835	10
1566	10
747	10
1189	10
1525	10
252	10
648	10
154	10
1371	10
1129	9
477	9
503	9
800	9
1280	9
11	9
236	9
1080	9
142	9
1422	9
1192	9
612	9
715	8
1034	8
1518	8
1554	8
1653	8
823	8
1025	8
834	8
805	8
598	8
1100	8
50	8
666	8
1429	8
766	8
795	8
1109	8
611	8
1256	8
893	8
1500	8
476	7
1290	7
1198	7
1231	7
490	7
896	7
958	7
784	7
1122	7
1650	7
1042	7
605	7
600	6
1516	6
108	6
218	6
204	6
1542	6
833	6
815	6
81	6
1157	6
1159	6
1165	6
1175	6
955	6
610	6
609	6
537	6
448	6
1338	6
435	6
430	6
138	6
884	6
1441	6
1444	6
1074	6
1472	6
235	6
492	5
1033	5
968	5
1081	5
892	5
1606	5
1360	5
136	5
125	5
1601	5
408	5
845	5
1090	5
56	5
844	5
440	5
424	5
178	5
1005	5
796	5
1183	5
788	5
307	5
639	5
328	5
938	5
2	5
530	5
1648	5
528	5
1163	5
1470	5
1414	5
352	5
753	5
1283	5
1626	5
649	5
944	5
761	5
192	5
494	5
1668	4
1526	4
574	4
1200	4
838	4
413	4
1620	4
1517	4
1173	4
1443	4
970	4
802	4
1101	4
981	4
1593	4
243	4
509	4
278	4
5	4
1048	4
489	4
159	4
245	4
1046	4
429	4
89	4
497	4
695	4
197	4
168	4
1190	3
673	3
1008	3
686	3
690	3
592	3
1243	3
996	3
573	3
567	3
720	3
117	3
543	3
1166	3
1266	3
1044	3
1161	3
521	3
507	3
1141	3
1047	3
499	3
764	3
488	3
1308	3
989	3
466	3
1317	3
985	3
1328	3
