1	1
1005	5
1007	0
1008	3
1013	0
1014	1
1016	2
102	2
1020	1
1021	13
1023	63
1024	1
1025	8
1026	0
1028	30
1029	0
103	0
1033	5
1034	8
1036	15
1038	1
104	2
1042	7
1044	3
1046	4
1047	3
1048	4
1050	1
1058	2
1059	3
106	11
1061	0
1062	1
1064	0
1065	1
1067	0
1069	2
1071	0
1073	1
1074	6
1075	85
1077	25
108	6
1080	9
1081	5
1083	0
1085	11
1087	0
109	0
1090	5
1093	0
1095	61
1098	0
1099	1
11	9
110	1
1100	8
1101	4
1102	0
1105	0
1109	8
1112	46
1113	3
1115	0
1116	1
1118	2
1119	1
112	0
1122	7
1126	0
1129	9
1130	44
1134	1
1135	2
114	2
1141	3
1142	39
1143	2
1144	0
1146	1
1147	24
115	23
1150	1
1152	0
1153	0
1155	0
1156	0
1157	6
1159	6
1161	3
1163	5
1165	6
1166	3
1167	2
117	3
1170	0
1171	1
1172	16
1173	4
1174	51
1175	6
1176	0
1179	1
118	0
1180	2
1181	13
1183	5
1184	0
1186	1
1187	2
1188	80
1189	10
119	31
1190	3
1192	9
1193	0
1194	1
1195	2
1196	0
1197	58
1198	7
12	0
120	36
1200	4
1201	0
1203	1
1204	0
1205	1
1206	0
1208	141
1209	0
121	0
1210	3
1211	15
1212	0
1213	255
1214	1
1215	0
1216	1
1217	1
1218	0
1219	2
122	2
1220	0
1221	0
1224	1
1225	2
1228	31
1231	7
1232	1
1233	1
1236	2
1238	47
1241	0
1243	3
1247	1
1248	0
1249	0
125	5
1251	2
1252	64
1255	1
1256	8
1257	0
126	0
1260	2
1262	0
1264	0
1266	3
1268	2
1270	0
1271	69
1272	17
1273	1
1279	15
1280	9
1282	0
1283	5
1284	1
1287	0
1290	7
1292	1
1293	2
1295	0
1298	0
13	1
130	0
1303	0
1304	0
1306	1
1308	3
1309	1
1310	0
1311	2
1316	2
1317	3
132	0
1322	0
1326	29
1328	3
1329	16
1330	0
1331	3
1334	3
1338	6
1339	0
1343	0
1344	13
1345	0
1346	1
1349	47
1355	1
1356	0
1357	21
1359	1
136	5
1360	5
1362	2
1365	3
1366	0
1367	2
1368	2
1369	1
1370	2
1371	10
1373	0
1374	3
1375	0
1377	3
138	6
1383	0
1384	0
1387	0
1388	2
1389	85
1390	2
1392	0
1394	1
1395	20
1397	28
1401	135
1405	3
1408	0
141	1
1410	0
1413	17
1414	5
1416	1
1418	0
142	9
1421	12
1422	9
1424	1
1425	2
1428	0
1429	8
1431	17
1432	21
1433	0
1438	141
1439	0
1440	1
1441	6
1442	0
1443	4
1444	6
145	1
1450	2
1453	1
1455	2
1456	0
1458	0
1459	1
1465	0
1467	64
1468	0
1469	11
1470	5
1471	0
1472	6
1474	2
1475	0
1477	1
1479	1
1480	0
1482	0
1483	0
1485	0
1486	1
1489	0
1491	2
1500	8
1502	2
1504	1
1505	81
1506	0
151	23
1511	0
1514	0
1515	0
1516	6
1517	4
1518	8
1519	0
152	2
1520	2
1522	1
1523	2
1525	10
1526	4
1528	17
1529	3
153	3
1530	0
1531	3
1532	0
1534	0
1538	0
1539	1
154	10
1542	6
1543	0
1544	2
1547	0
155	1
1550	1
1551	0
1552	1
1553	66
1554	8
1556	0
1557	1
1558	2
1559	0
1561	1
1563	0
1565	0
1566	10
1571	3
1574	1
1577	69
1578	0
158	1
1580	3
1581	0
1583	13
1587	1
1588	2
1589	0
159	4
1590	1
1591	11
1592	0
1593	4
1594	0
1596	2
1598	0
1600	1
1601	5
1602	2
1603	12
1604	15
1606	5
1608	2
161	0
1611	23
1612	3
1614	0
1616	0
1619	0
1620	4
1622	0
1623	0
1624	0
1625	0
1626	5
1628	0
163	3
1630	1
1631	3
1637	0
1641	0
1643	0
1644	28
1647	1
1648	5
1650	7
1653	8
1655	0
1656	18
1657	3
1658	13
1659	1
166	2
1660	1
1661	12
1665	0
1666	1
1668	4
167	1
1670	0
1671	0
168	4
17	1
171	1
173	0
174	0
177	99
178	5
179	1
180	22
182	0
184	14
185	0
187	1
189	0
19	1
190	2
191	11
192	5
195	0
196	14
197	4
199	2
2	5
20	0
202	1
204	6
205	2
212	0
214	0
215	0
217	2
218	6
22	16
222	1
223	1
224	0
227	0
229	59
231	1
234	0
235	6
236	9
239	0
241	2
242	12
243	4
245	4
247	22
248	0
252	10
256	0
257	0
259	0
260	1
265	0
266	2
267	218
268	2
27	2
270	12
271	0
273	1
276	32
278	4
280	1
283	0
285	0
287	1
288	0
290	1
292	14
295	47
296	0
297	12
298	0
299	0
300	14
301	17
302	25
303	0
304	2
305	0
307	5
308	15
31	3
310	1
311	2
313	0
316	2
319	3
320	13
321	0
322	3
323	0
324	1
325	0
328	5
329	0
33	1
331	15
333	2
337	0
34	1
340	1
346	3
349	0
35	100
350	0
351	86
352	5
354	0
355	1
356	0
357	0
358	3
359	1
36	23
360	0
361	1
362	0
364	2
367	0
368	2
369	16
370	0
371	0
374	1
377	0
378	0
38	0
380	3
382	2
383	1
384	37
386	1
387	21
388	0
389	28
39	0
390	0
391	3
392	0
394	0
395	1
399	0
4	0
40	3
400	2
402	0
404	2
407	132
408	5
411	1
413	4
417	1
418	0
42	0
420	168
422	0
424	5
426	1
428	3
429	4
43	14
430	6
434	3
435	6
437	1
438	3
44	0
440	5
443	0
447	0
448	6
450	2
451	39
452	0
453	0
454	0
455	1
457	2
460	1
463	0
464	58
466	3
467	1
469	2
476	7
477	9
478	0
481	0
483	0
484	15
486	0
488	3
489	4
49	1
490	7
492	5
493	2
494	5
495	0
497	4
499	3
5	4
50	8
500	2
501	1
503	9
504	2
505	0
507	3
509	4
513	2
514	0
516	0
517	14
521	3
522	0
526	1
527	0
528	5
53	0
530	5
531	1
532	0
533	0
534	0
537	6
54	1
543	3
548	1
551	2
552	2
554	1
555	32
556	1
559	32
56	5
561	0
563	12
564	1
567	3
568	0
569	0
570	1
573	3
574	4
576	2
577	1
578	0
579	0
581	1
583	1
586	0
592	3
595	2
596	17
597	0
598	8
599	0
600	6
601	26
602	152
605	7
606	16
609	6
61	0
610	6
611	8
612	9
614	103
615	0
616	0
617	1
620	1
624	1
626	2
628	0
629	47
63	0
631	3
632	22
636	3
637	1
639	5
641	3
643	0
646	1
647	0
648	10
649	5
65	0
651	0
653	0
656	84
66	1
662	132
664	79
665	0
666	8
668	0
67	0
671	0
673	3
674	0
676	1
678	0
679	0
680	1
681	2
683	29
686	3
689	0
69	12
690	3
692	1
693	0
695	4
698	1
699	2
70	0
701	0
702	0
703	1
706	0
707	38
71	2
711	0
713	15
715	8
718	2
719	2
72	0
720	3
721	0
723	0
725	0
729	0
73	1
730	12
731	0
733	0
737	102
738	1
740	0
741	0
743	0
745	0
747	10
748	11
750	0
753	5
756	38
76	0
760	0
761	5
764	3
765	0
766	8
77	17
770	1
771	2
773	0
776	18
777	0
779	0
78	2
780	0
781	0
782	0
784	7
785	0
786	19
787	2
788	5
793	0
795	8
796	5
798	0
799	0
800	9
802	4
805	8
807	0
81	6
812	39
815	6
819	1
820	0
821	41
823	8
825	25
826	2
827	1
828	0
829	1
83	1
830	1
831	2
833	6
834	8
835	10
838	4
84	2
842	0
843	2
844	5
845	5
849	0
85	0
854	0
855	0
859	0
860	2
861	0
863	2
864	0
865	3
867	1
868	15
87	1
873	1
88	3
883	46
884	6
885	0
889	0
89	4
892	5
893	8
895	18
896	7
898	93
90	1
900	1
902	0
906	1
907	0
912	0
913	0
914	0
915	0
918	1
922	1
925	2
929	0
931	0
933	19
934	2
937	2
938	5
944	5
946	14
949	0
951	0
953	1
954	1
955	6
958	7
96	0
960	1
962	43
964	2
968	5
969	0
970	4
971	3
974	0
975	0
976	3
980	0
981	4
984	1
985	3
989	3
991	0
992	30
993	42
994	0
996	3
997	0
998	0
